title,description,cyber,innovation,acquisition,cybersecurity,toc,intelligence,theory of constraints,tesseract,intelligence analysis,python data science,training,mbse,digital engineering,digital,afit,cyber security
WKSP 0729 - Theory Of Constraints TOC 201,"['course', 'address', 'fundamental', 'theory', 'constraint', 'toc', 'tool', 'technique', 'used', 'manager', 'increase', 'performance', 'within', 'organization', 'topic', 'include', 'discussion', 'five', 'focusing', 'step', 'work in process', 'wip', 'control', 'short', 'introduction', 'critical', 'chain', 'project', 'management', 'ccpm', 'example', 'principle', 'applied', 'various', 'base', 'air', 'force', 'course', 'offered', 'line', 'using', 'team', 'two', 'separate', 'three', 'hour', 'session', 'purpose', 'using', 'real time', 'teaching', 'tool', 'team', 'encourage', 'feedback', 'interaction', 'instructor', 'student', 'class', 'target', 'audience', 'civilian', 'military', 'personnel', 'currently', 'working', 'operational', 'position', 'base', 'level', 'e g', 'lr', 'maintenance', 'group', 'etc', 'workshop', 'offered', 'live', 'session', 'using', 'microsoft', 'team']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Strategies for Effective Lesson Planning | CRLT,"['lesson', 'plan', 'instructor', 'road', 'map', 'student', 'need', 'learn', 'done', 'effectively', 'class', 'time']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10 Things You Should Learn If You Want to Be a Better Virtual Facilitator,"['adoption', 'virtual', 'classroom', 'leadership', 'development', 'one', 'positive', 'coming', 'new', 'work from home', 'world', 'modality', 'around', 'many', 'year', 'many', 'company', 'slow', 'reluctant', 'use']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
On-the-Job Training for Effective Employee Development,"['on the job', 'training', 'effective', 'way', 'offer', 'employee', 'job', 'career', 'development', 'plus', 'employer', 'benefit', 'employee', 'grow', 'see']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10 Content Curation Strategies For Corporate Training - eLearning Industry,"['check', 'ten', 'important', 'content', 'curation', 'strategy', 'make', 'use', 'corporate', 'training', 'see', 'great', 'positive', 'change', 'outcome']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
What is Formal Learning and How Does it Impact Businesses? | LearnUpon,"['organized', 'systematic', 'goal driven', 'discover', 'formal', 'learning', 'real', 'benefit', 'organization']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20 Ways to Improve Your Presentation Skills | WordStream,"['public', 'speaking', 'nerve racking', 'want', 'improve', 'presentation', 'skill', '20', 'tip', 'help', 'focus', 'get', 'prepared', 'position', 'nail', 'big', 'presentation']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WKSP 0728 - Theory Of Constraints TOC 101,"['course', 'provides', 'airman', 'introduction', 'foundational', 'principle', 'theory', 'constraint', 'toc', 'discussion', 'principle', 'goal', 'course', 'help', 'student', 'realize', 'significant', 'improvement', 'performance', 'attained', 'relatively', 'simple', 'change', 'way', 'design', 'manage', 'process', 'within', 'organization', 'workshop', 'offered', 'live', 'session', 'using', 'microsoft', 'team']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Gamification In eLearning: What Is It + 6 Killer Examples (2020 Update) ,"['want', 'know', 'use', 'gamification', 'organization', 'advantage', 'check', '6', 'killer', 'example', 'gamification', 'elearning']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TryHackMe | Cyber Security Training Platform,"['free', 'online', 'interactive', 'gamified', 'learning', 'platform', 'understanding', 'cyber', 'security', 'topic']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hack The Box: Hacking Training Platform,"['online', 'interactive', 'cyber', 'security', 'training', 'free', 'paid', 'account', 'regularly', 'updated', 'new', 'challenge', 'box']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OverTheWire Wargames and Hacker Training Platform,"['free', 'mostly', 'linux', 'based', 'hacking', 'exercise', 'accessed', 'via', 'ssh', 'various', 'level', 'difficulty']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
UndertheWire Wargames: Hacker Training Platform,"['wire', 'train', 'experienced', 'developing', 'novice', 'information', 'technologist', 'use', 'window', 'powershell', 'variety', 'situation', 'innovative', 'fun', 'wargames', 'free', 'interactive', 'training', 'vein', 'overthewire', 'focus', 'window', 'powershell', 'accessed', 'via', 'ssh']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Security Certification Roadmap,"['list', 'cyber', 'security', 'certification', 'sorted', 'category', 'difficulty', 'x', 'axis', 'respectively', 'certification', 'linked', 'site', 'show', 'cost']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Malware-Traffic-Analysis.net : Repository for pcap files and malware samples,"['resource', 'packet', 'capture', 'show', 'malicious', 'activity', 'exercise', 'help', 'break', 'different', 'type', 'attack', 'get', 'better', 'wireshark']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Rescuing Icarus,"['toga', 'present', '2021', 'sa', 'innovation', 'summit', 'thought', 'play', 'relates', 'innovation', 'insightful']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chief of Staff of the Air Force Professional Reading List,"['general', 'ronald', 'fogleman', 'created', 'csaf', 'professional', 'reading', 'program', '1996', 'develop', 'common', 'frame', 'reference', 'among', 'air', 'force', 'member', 'officer', 'enlisted', 'civilian', 'help', 'u', 'become', 'better', 'effective', 'advocate', 'air', 'space', 'power', 'csaf', 'since', 'enhanced', 'continued', 'professional', 'reading', 'program']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Theory of Constraints with Sridhar Chandra from Goldratt Consulting,"['mission', 'tesseract', 'empower', 'airman', 'connect', 'resource', 'accelerate', 'change', 'across', 'air', 'force', 'logistics', 'enterprise', 'official', 'podcast', 'tesseract', 'podcast', 'give', 'perspective', 'tool', 'technique', 'expert', 'innovation', 'hear', 'team', 'member', 'provide', 'context', 'tesseract', 'role', 'pentagon', 'airman', 'working', 'field', 'tesseract', 'podcast', 'also', 'interview', 'author', 'senior', 'leader', 'subject', 'matter', 'expert', 'unique', 'individual', 'across', 'industry', 'leverage', 'creative', 'gene', 'air', 'force', 'airman']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Introduction to Government Reference Architecture,"['introductory', 'video', 'digital', 'engineering', 'video', 'introduce', 'topic', 'government', 'reference', 'architecture', 'shortened', 'gra', 'topic', 'covered', 'video', '1', 'government', 'reference', 'architecture', '2', 'purpose', 'gras', 'benefit', '3', 'would', 'program', 'use', 'gra', 'system', 'acquisition', 'process', 'going', 'discussed', 'video', 'build', 'gra', 'use', 'library', 'gras', 'best', 'suited', 'program', 'gra', 'library', 'later', 'future', 'video', 'cover', 'topic', 'provide', 'detail', 'needed', 'implement', 'gras', 'make', 'best', 'use', 'digital', 'engineering', 'youtube', 'video', 'loaded', 'avolve', 'available', 'thru', 'link', 'youtube', 'video', 'available', 'http', 'www youtube com watch', 'v zxpzl5f42fo']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
WKSP 0680 -- AFIT Theory of Constraints (ToC) Fundamentals Workshop,"['live', 'webinar', 'introduction', 'basic', 'toc', 'principle']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Groupthink: Part 1 of 3,"['decision', 'making', 'process', 'may', 'frequently', 'hampered', 'group', 'psychological', 'non rational', 'contextual', 'issue', '3 part', 'video', 'series', 'help', 'identify', 'symptom', 'groupthink', 'setting', 'groupthink', 'well', 'introduce', 'technique', 'use', 'avoid', 'negative', 'effect', 'groupthink']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Groupthink: Part 2 of 3,"['decision', 'making', 'process', 'may', 'frequently', 'hampered', 'group', 'psychological', 'non rational', 'contextual', 'issue', '3 part', 'video', 'series', 'help', 'identify', 'symptom', 'groupthink', 'setting', 'groupthink', 'well', 'introduce', 'technique', 'use', 'avoid', 'negative', 'effect', 'groupthink']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Groupthink: Part 3 of 3,"['decision', 'making', 'process', 'may', 'frequently', 'hampered', 'group', 'psychological', 'non rational', 'contextual', 'issue', '3 part', 'video', 'series', 'help', 'identify', 'symptom', 'groupthink', 'setting', 'groupthink', 'well', 'introduce', 'technique', 'use', 'avoid', 'negative', 'effect', 'groupthink']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dan Ward on Federal Acquisition Regulations,"['dan', 'ward', 'speaks', 'good', 'far', 'spoiler', 'alert', 'actually', 'far']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Instructor Guidebook,"['common', 'access', 'card', 'cac', 'required', 'manual', 'provides', 'practical', 'information', 'needed', 'teach', 'adult', 'student', 'applies', 'adult', 'education', 'situation', 'emphasis', 'training', 'education', 'military', 'setting']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Workshop for Facilitator Skills,"['effective', 'must', 'neutral', 'discussion', 'partial', 'member', 'acceptable', 'everyone', 'involved', 'passion', 'must', 'want', 'bring', 'better', 'version', 'well', 'around', 'leader', 'guided', 'discussion', 'imperative', 'familiar', 'content']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Presenting vs. Training vs. Facilitating,"['find', 'use', 'facilitation', 'skill', 'way', 'train', 'present', 'better', 'engage', 'audience', 'see', 'stronger', 'outcome']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Glossary - Training Industry,"['industry', 'l', 'term', 'linked', 'resource']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Active Learning: Creating Excitement in the Classroom. ERIC Digest.,"['research', 'consistently', 'shown', 'traditional', 'lecture', 'method', 'professor', 'talk', 'student', 'listen', 'dominate', 'college', 'university', 'classroom', 'therefore', 'important', 'know', 'nature', 'active', 'learning', 'empirical', 'research', 'use', 'common', 'obstacle', 'barrier', 'give', 'rise', 'faculty', 'member', 'resistance', 'interactive', 'instructional', 'technique', 'faculty', 'faculty', 'developer', 'administrator', 'educational', 'researcher', 'make', 'real', 'promise', 'active', 'learning']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20 Tips to Facilitate Online Class Participation,"['student', 'engagement', 'challenge', 'teacher', 'corporate', 'training', 'adult', 'get', 'even', 'harder']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Learning and Development: A Comprehensive Guide - AIHR,"['learning', 'development', 'l', 'one', 'core', 'area', 'human', 'resource', 'management', 'article', 'give', 'comprehensive', 'guide', 'learning', 'development', 'answer', 'learning', 'development', 'create', 'learning', 'development', 'strategy', 'evaluate', 'l', 'effectiveness', 'list', 'different', 'job', 'make', 'l', 'field']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AFIT LCMC Focus Week Workshop AFVentures Overview 27OCT21,"['video', 'provides', 'overview', 'af', 'venture', 'open', 'topic', 'process', 'well', 'q', 'subject']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFIT LCMC Focus Week Workshop AFVentures STRATFI TACFI 27OCT21,"['video', 'detail', 'afventures', 'leverage', 'outside', 'funding', 'support', 'air', 'force', 'mission', 'give', 'q', 'subject']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPSP/FAP AFIT Training,"['overview', 'hpsp fap', 'program', 'afit', 'requirement']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Creativity and Innovation Overview,"['slide', 'provide', 'quick', 'overview', 'creativity', 'innovation', 'applied', 'acquisition', 'setting', 'material', 'based', 'presentation', 'dr', 'angus', 'fletcher', 'afit ls', 'faculty']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LoRaWAN & The Helium Blockchain,"['study', 'military', 'iot', 'deployment']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tesseract Culture Playbook,"['playbook', 'framework', 'tesseract', 'team', 'operates', 'focus', 'culture', 'team', 'include', 'tent', 'leadership', 'principle', 'value', 'behavior', 'team', 'member', 'lnos', 'use', 'orient', 'daily', 'decision', 'conversation', 'playbook', 'developed', 'internally', 'team', 'member', 'changed', 'tesseract', 'team', 'question', 'playbook', 'used', 'practice', 'please', 'reach', 'tesseract', 'team']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EWI I2I Capstone - Psychological Safety at work: MSgt Justin Mirante (Delta Air Lines),"['msgt', 'justin', 'mirante', 'author', 'paper', 'final', 'capstone', 'paper', 'education', 'industry', 'ewi', 'program', 'justin', 'assigned', 'delta', 'air', 'line', 'program', 'focused', 'culture', 'psychological', 'safety', 'work', 'environment']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tesseract Contact Roster,"['team', 'contact', 'roster', 'tesseract']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Theory of Constraints - Randolph Academics,"['academic', 'slideshow', 'tailored', 'randolph', 'afb', 'introduce', 'basic', 'theory', 'constraint', 'toc', 'help', 'facilitate', 'information', 'used', 'operational', 'unit', 'developed', 'tesseract', 'team', 'part', 'slingshot', 'effort', 'implement', 'toc', 'organically', 'across', 'logistics', 'community']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
TOC Guide V4,"['playbook', 'intended', 'guidebook', 'anyone', 'looking', 'implement', 'theory', 'constraint', 'toc', 'within', 'organization', 'beginner', 'intermediate', 'user', 'contains', 'helpful', 'term', 'definition', 'case', 'study', 'application', 'playbook', 'authored', 'tesseract', 'team', 'collaboration', 'assisting', 'organization', 'like', 'afit', 'school', 'house', 'goldratt', 'consulting', 'company', 'unit', 'practicing', 'toc', 'organization', 'changes updates', 'made', 'tesseract', 'team', 'please', 'contact', 'anyone', 'team', 'assistance', 'question']",0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0
Theory of Constraints Flash Bulletin,"['flash', 'bulletin', 'objective', 'give', 'field', 'quick', 'resource', 'theory', 'constraint', 'toc', 'ensure', 'field', 'understands', 'philosophy', 'potential', 'positively', 'impact', 'organization', 'regardless', 'specialty', 'focus', 'initial', 'resource', 'start', 'familiarizing', 'individual', 'unit', 'toc', 'follow', 'depth', 'resource', 'toc', 'playbook', 'also', 'authored', 'tesseract', 'team', 'collaborator', 'edits', 'question', 'please', 'reach', 'tesseract', '422nd', 'mobility', 'training', 'squadron', 'directly']",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Athena & Kronos FAQs,"['document', 'compilation', 'frequently', 'asked', 'question', 'come', 'topic', 'athena', 'kronos', 'two', 'digital', 'application', 'originally', 'designed', 'kessel', 'run', 'torque', 'portfolio', 'continued', 'sustained', 'developed', '309th', 'sweg', 'software', 'group', 'multiple', 'units organizations', 'currently', 'beta', 'testing', 'continuing', 'help', 'iteration', 'larger', 'scale', 'use', 'haf', 'a4l', 'tesseract', 'team', 'helping', 'facilitate', 'beta', 'testing', 'roll', 'education', 'integration', 'feedback', 'loop', 'senior', 'leader', 'haf', 'afmc', 'programing', 'office', 'additional', 'information', 'please', 'reach', 'directly', 'tesseract', 'team']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
URSUS FAQ,"['document', 'compilation', 'frequently', 'asked', 'question', 'ursus', 'application', 'ursus', 'digital', 'tool', 'mobility', 'processing', 'machine', 'started', 'idea', 'loa', 'chapter', 'jber', 'ak', 'team', 'created', 'model', 'would', 'look', 'like', 'digitize', 'mobility', 'machine', 'specifically', 'cut', 'time', 'would', 'take', 'member', 'process', 'ipe', 'individual', 'protective', 'equipment', 'line', 'concept', 'proven', 'team', 'able', 'utilize', 'sibr', 'company', 'develop', 'mvp', 'minimum', 'viable', 'product', 'partner', 'afrl', 'continue', 'development', 'testing', 'tool', 'multiple', 'location', 'beta', 'testing', 'iteration', 'tesseract', 'team', 'leading', 'integration', 'testing', 'education', 'communication', 'result', 'back', 'haf', 'staff', 'across', 'agency', 'need', 'support', 'continued', 'development', 'sustainment', 'resource', 'question', 'please', 'contact', 'tesseract', 'team', 'directly']",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Tesseract 101 Brief,"['brief', 'introduction', 'haf', 'a4l', 'tesseract', 'team', 'tesseract', 'innovation', 'accelerator', 'logistics', 'community', 'maintenance', 'logistics', 'alike', 'team', '16', 'airman', 'focused', 'voice', 'perspective', 'frontline', 'airman', 'incorporating', 'input', 'decision', 'making', 'process', 'take', 'place', 'pentagon', 'brief', 'explain', 'basic', 'work', 'focus', 'additional', 'information', 'question', 'please', 'comment', 'reach', 'directly', 'tesseract', 'team']",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Summary of The Culture Code,"['quick', 'book', 'summary', 'culture', 'code', 'n t', 'time', 'read', 'book', '20', 'min', 'video', 'great', 'place', 'get', 'overview']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EWI I2I Capstone -Virtual Kitting in Industry: Capt Chris Walker (Delta Air Lines),"['ewi', 'insight', 'industry', 'paper', 'cover', 'delta', 'techops', 'approach', 'virtual', 'kitting', 'product', 'authored', 'chris', 'walker', 'ewi', 'fellow', '2020', 'currently', 'hq', 'amc a4q', 'christopher walker 68', 'us af mil']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Art of the Possible Handbook (AFSCH 60-101),"['art', 'possible', 'aop', 'constraint', 'based', 'management', 'system', 'used', 'air', 'force', 'sustainment', 'center', 'afsc', 'provide', 'effective', 'support', 'delivery', 'combat', 'power', 'warfighter', 'handbook', 'implement', 'air', 'force', 'policy', 'directive', 'afpd', '60 1', 'air', 'force', 'standardization', 'program', 'prescribes', 'minimum', 'requirement', 'implementing', 'aop', 'standard', 'constraint', 'based', 'management', 'system', 'managing', 'conducting', 'tracking', 'reporting', 'workload', 'performed', 'within', 'afsc', 'publication', 'form', 'available', 'e publishing', 'website', 'www epublishing af mil', 'downloading', 'ordering']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
